U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+23B73	𣭳	qiú;null;null;null;null	⿰⿺⿻一⿻亅⿱丷八丶⿱丿⿻⿱一一乚
U+23B77	𣭷	bó;null;null;null;null	⿰⿱⿱十冖子⿱丿⿻⿱一一乚
U+23B79	𣭹	hāo;null;null;null;null	⿰⿱⿱丿⿻一人干⿱丿⿻⿱一一乚
U+23B7A	𣭺	nǎo;null;null;null;null	⿰⿸戶⿰𠄌⿺乀丿⿱丿⿻⿱一一乚
U+23B7B	𣭻	yán;null;null;null;mau	⿰⿱口止⿱丿⿻⿱一一乚
U+23B83	𣮃	páo;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱口木[GJK]
U+23B84	𣮄	suī;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱丿𭕄[G]女
U+23B86	𣮆	tuò;null;null;null;null	⿰⿱八⿱口⿰丿乚⿱丿⿻⿱一一乚
U+23B87	𣮇	null;null;null;null;ngù	⿰⿺⿱𠃑⿻一人口⿱丿⿻⿱一一乚
U+23B88	𣮈	qū;null;null;null;null	⿱⿸尸⿱⿻凵丨[GTK]凵⿱丿⿻⿱一一乚
U+23B89	𣮉	lí;null;null;null;null	⿰⿻木⿰人人⿱丿⿻⿱一一乚
U+23B8A	𣮊	dé;null;null;null;null	⿰⿱⿱日一寸⿱丿⿻⿱一一乚
U+23B8C	𣮌	jié;null;null;null;null	⿺疌⿱丿⿻⿱一一乚
U+23B8D	𣮍	jié;null;null;null;null	⿰⿱丿⿻⿱一一乚⿱⿱⿱⿱丶一[GTK]丷一女
U+23B8E	𣮎	gǔn;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱日比
U+23B8F	𣮏	jiān;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻⿺⿻一乚丶丿⿻⿺⿻一乚丶丿
U+23B90	𣮐	bì;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻白丿十[GTK]
U+23BA0	𣮠	sàn;null;null;null;null	⿰⿱⿱⿻十丨一⿵⺆冫⿱丿⿻⿱一一乚
U+23BA1	𣮡	bāng;null;null;null;null	⿰⿱⿻一人⿱十⿻一⿰丿丨⿱丿⿻⿱一一乚
U+23BA2	𣮢	chún;null;null;null;null	⿰⿳⿱丶一[GTK]口子⿱丿⿻⿱一一乚
U+23BA6	𣮦	nài;null;null;null;null	⿰⿱⿻一人示⿱丿⿻⿱一一乚
U+23BA7	𣮧	bǎng;null;null;null;null	⿰⿱⿱丷一⿱④一⿱丿⿻⿱一一乚
U+23BAA	𣮪	róng;null;null;null;null	⿰⿱⿱龴⿹⿱乛亅丿木[GJK]⿱丿⿻⿱一一乚
U+23BAB	𣮫	jiā;null;null;null;null	⿱⿰⑤⿱コ又⿱丿⿻⿱一一乚
U+23BAC	𣮬	sōu;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱宀⿱⿱八人又
U+23BB0	𣮰	dé;null;null;null;null	⿰⿱目木⿱丿⿻⿱一一乚
U+23BBE	𣮾	xiān;null;null;null;null	⿰⿱⿱十一米⿱丿⿻⿱一一乚
U+23BBF	𣮿	zhān;null;null;null;null	⿰⿱⿱一丿⿴囗④⿱丿⿻⿱一一乚
U+23BC0	𣯀	mào;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿵冂⿱一一目[GTKV]
U+23BC3	𣯃	zī;null;null;null;null	⿰⿱⿰冫欠[GJ]口⿱丿⿻⿱一一乚
U+23BC5	𣯅	jì;null;null;null;null	⿰⿸厂⿱⿱八人⿱八人⿱丿⿻⿱一一乚
U+23BC6	𣯆	qí;null;null;null;null	⿰⿱⿸耂⿺乚丿[GJ]日⿱丿⿻⿱一一乚
U+23BCB	𣯋	rù;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿸厂⿱二⿰𠄌⿺乀丿寸
U+23BCC	𣯌	suō;null;null;null;null	⿰⿱⿰氵⿱小丿女⿱丿⿻⿱一一乚
U+23BCD	𣯍	rǒng;null;null;null;null	⿰⿱丿⿻⿱一一乚⿱隹十[G],⿺⿱丿⿻⿱一一乚⿱隹十[T]
U+23BCE	𣯎	wù;null;null;null;null	⿰⿱⿴囗人皿⿱丿⿻⿱一一乚
U+23BCF	𣯏	róng;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻十丨[GJ]耳
U+23BD0	𣯐	róng;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿲𡿨𡿨𡿨⿱一自
U+23BDA	𣯚	tà;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻十丨[GJ]⿱⿱人一口
U+23BDC	𣯜	sōu;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻臼丨又[GJK]
U+23BE1	𣯡	null;null;null;null;lông	⿰⿱立⿻日乚⿱丿⿻⿱一一乚
U+23BE4	𣯤	lí;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱⿱丶一[GTK]⿶凵㐅⿻冂厶
U+23BE7	𣯧	cuǐ;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱山隹
U+23BE8	𣯨	zōng;null;null;null;null	⿱⿰彳⿱⿰人人龰⿱丿⿻⿱一一乚
U+23BE9	𣯩	mén;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱廿⿻巾⿰入入
U+23BEA	𣯪	xǐ;null;null;null;null	⿺⿱丿⿻⿱一一乚⿰彳⿱止龰
U+23BEC	𣯬	mǎng;null;null;null;null	⿰⿱⿱⿻十丨[GJ]犬⿻一⿰丿丨[GT]⿱丿⿻⿱一一乚
U+23BED	𣯭	niè;null;null;null;null	⿺⿱丿⿻⿱一一乚⿰⿱⿱⿱十一⿰丿乚⿱十一⿻九丶[GJ]
U+23BEF	𣯯	suī;null;null;null;null	⿰⿱山隹⿱丿⿻⿱一一乚
U+23BF1	𣯱	péi;null;null;null;null	⿰⿰阝⿱⿱⿱⿱丶一[GTK]丷一口⿱丿⿻⿱一一乚
U+23BF4	𣯴	bì;null;null;null;null	⿺⿱丿⿻⿱一一乚⿻⑨一
U+23BF5	𣯵	dì;null;null;null;null	⿰⿱⿱⿱丶一[GTK]丷⿵冂⿱十口⿱丿⿻⿱一一乚
U+23BF8	𣯸	qú;null;null;null;null	⿰⿱⿰氵巨木[GJK]⿱丿⿻⿱一一乚
U+23BF9	𣯹	qiáo;null;null;null;null	⿰⿱⿱⿱丿⿻一人口⿵冂口⿱丿⿻⿱一一乚
U+23BFB	𣯻	fēn;null;null;null;null	⿰⿱⿱十⿻一⿰丿丨⿱目八⿱丿⿻⿱一一乚
U+23BFC	𣯼	sù;null;null;null;null	⿰⿱⿱一⿻口⿰丨丨米⿱丿⿻⿱一一乚
U+23C03	𣰃	xū;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱一⿱丿⿵冂⿰丨丨⿱一⿱丿⿵冂⿰丨丨
U+23C07	𣰇	rǒng;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱龴⿹⿱乛亅丿⿵冂⿱八口[G]
U+23C08	𣰈	jī;null;null;null;null	⿺⿱丿⿻⿱一一乚⿹⿻⿻⿺⿻一乚丶丿⿰⿰②丶⿰②丶人
U+23C0B	𣰋	qú;null;null;null;null	⿰⿻⿻一人⿰目目⿱丿⿻⿱一一乚
U+23C0C	𣰌	liè;null;null;null;null	⿰⿱⿻十丨[GJ]⿱日⿹勹⿺𠃊人[GTK]⿱丿⿻⿱一一乚
U+23C0F	𣰏	null;null;null;null;ngòi	⿰⿱丿⿻⿱一一乚⿱山⿱甶⿺⿰丿乚厶
U+23C15	𣰕	sào;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱口⿰口口木[GJK]
U+23C18	𣰘	kùn;null;null;null;null	⿱⿰⿱十⿱⿴且一八[GTKV]彡⿱丿⿻⿱一一乚
U+23C19	𣰙	null;null;null;null;quặm	⿺⿱丿⿻⿱一一乚⿱⿰木木示
U+23C1A	𣰚	cuì;null;null;null;null	⿰⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱目⿻一⿰丿丨⿱丿⿻⿱一一乚
U+23C1B	𣰛	yè;null;null;null;null	⿰⿱⿻十丨[GJ]⿱⿱⿱十一厶皿⿱丿⿻⿱一一乚
U+23C1C	𣰜	bìng;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿰冫⿹⑥灬几
U+23C1E	𣰞	jié;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]隹
U+23C20	𣰠	qú;null;null;null;null	⿰⿻⿻⿱一一人⿰目目⿱丿⿻⿱一一乚
U+23C21	𣰡	qú;null;null;null;null	⿱⿰⿴⿴囗⿰丿乚冂⿴⿴囗⿰丿乚冂⿱丿⿻⿱一一乚
U+23C25	𣰥	méng;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿻十丨[GJ]⿳冖一⿱一𧰨
U+23C26	𣰦	rán;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿰臣⿱𠂉丶皿[G]
U+23C28	𣰨	bīn;null;null;null;null	⿰⿱⿱宀⿱一𣥂⿱目八[GTKV]⿱丿⿻⿱一一乚
U+23C29	𣰩	cháo;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱巛⿻⿰③彐木
U+23C2C	𣰬	dú;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱十一⿱罒⿱目八
U+23C33	𣰳	null;null;null;null;lông	⿰⿱丿⿻⿱一一乚⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱立⿻日乚
U+23C34	𣰴	null;null;null;null;lông	⿰⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿱立⿻日乚⿱丿⿻⿱一一乚
U+23C35	𣰵	null;null;null;null;lông	⿺⿱丿⿻⿱一一乚⿰⿱⿱⿱⿱丶一[GTK]丷一月⑦
U+23C36	𣰶	ráng;null;null;null;null	⿰⿳亠⿱⿰口口⿱井一𧘇⿱丿⿻⿱一一乚
U+23C37	𣰷	xiān;null;null;null;null	⿺⿱丿⿻⿱一一乚⿹⿶⿻⿺⿻一乚丶丿⿰人人⿱非一
U+23C3A	𣰺	táo;null;null;null;null	⿱⿰⿳⿱十一冖豆皮⿱丿⿻⿱一一乚
U+23C3B	𣰻	qú;null;null;null;null	⿰⿱⿻十丨[GJ]⿱⿰口口隹[GK]⿱丿⿻⿱一一乚
U+23C3C	𣰼	niè;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱耳⿰耳耳
U+23C3F	𣰿	shū;null;null;null;null	⿰⿱⿰⿱一⿵冂一⿱一⿵冂一⿸⿸广⿻コ⿰丨丨比⿱丿⿻⿱一一乚
U+23C40	𣱀	lǔ;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱罒⿰⿱⿰②丶③隹[GT]
U+23C42	𣱂	kùn;null;null;null;null	⿰⿱⿲⿱⿰②丶小言⿱⿰②丶小攵⿱丿⿻⿱一一乚
U+23C46	𣱆	null;null;null;null;họ	⿰⿱丶尸氏
U+23C48	𣱈	mín;null;null;null;null	⿱民巴
U+23C49	𣱉	mǐn;null;null;null;null	⿱⿱⿱一一厶民
U+23C4D	𣱍	dàn;null;null;null;null	⿰⿱罒九氏
U+23C50	𣱐	yìn;null;null;null;null	⿰⿱氏丶[G]⿱⿱一⿻口⿰丨丨⿱十一[G]
U+23C53	𣱓	xiào;null;null;null;null	⿱⿶⿱⿰③彐冖⿱㐅⿻丿乀⿱氏丶[G]
U+23C57	𣱗	jì;null;null;null;null	⿹气⿱一⿻丿𠃌
U+23C5C	𣱜	yīn;null;null;null;null	⿹⿳𠂉一乁⿴囗㐅
U+23C63	𣱣	null;kwan3;null;null;null	⿹⿳𠂉一乁⿴囗木
U+23C66	𣱦	fēn;null;null;null;null	⿹⿳𠂉一乁⿱⿱八⿹𠃌丿皿
U+23C67	𣱧	zhòng;null;null;null;null	⿹⿳𠂉一乁重
U+23C6B	𣱫	gǔ;null;null;null;null	⿹⿳𠂉一乁⿱米田
U+23C6C	𣱬	null;null;null;null;hơi	⿰⿱㐅⿸𠂇巾⿹⿳𠂉一乁米
U+23C6D	𣱭	null;null;null;null;bủm	⿹⿳𠂉一乁⿱⿱⿱丶一[GTK]⿴囗口⿱丿木
U+23C70	𣱰	null;null;null;null;rắm	⿹⿳𠂉一乁⿹⿶⿻⿺⿻一乚丶丿⿰人人⿱非一
U+23C71	𣱱	chá;null;null;null;null	⿲丿亅⿺乀丿
U+23C73	𣱳	liú;null;null;null;null	⿱一⿲㇇亅⿺乀丿
U+23C76	𣱶	bǔ;null;null;null;vục	⿰氵卜
U+23C7A	𣱺	pā;null;null;null;null	⿰⿲㇇亅⿺乀丿八
U+23C7B	𣱻	sì;null;null;null;null	⿱⿲㇇亅⿺乀丿几
U+23C7C	𣱼	dāo;null;null;null;đao	⿰氵⿹𠃌丿
U+23C7D	𣱽	zhěn;null;null;null;lầy	⿰氵⿹𠄎丿
U+23C7E	𣱾	null;null;null;null;lẻo	⿰氵⿱乛亅
U+23C7F	𣱿	null;null;null;null;nhớp	⿰氵入
U+23C80	𣲀	shān;null;null;null;null	⿰氵彡
U+23C82	𣲂	chuǎi;null;null;null;null	⿱⿲𡿨𡿨𡿨⿲㇇亅⿺乀丿
U+23C84	𣲄	jiǔ;null;null;null;null	⿰氵⿰⿰𠃋丿乀
U+23C8A	𣲊	kè;null;null;null;null	⿱⺊⿹⺄⿲㇇亅⿺乀丿
U+23C8B	𣲋	chí;null;null;null;null	⿰氵夊
U+23C8D	𣲍	null;null;null;null;ngụt	⿰氵⿱一⿰丿乚
U+23C91	𣲑	hù;null;null;null;null	⿰氵⿱一⿰②丶
U+23C92	𣲒	lì;null;null;null;null	⿰氵⿰亻⿻丿𠃌
U+23C93	𣲓	shā;null;null;null;null	⿰氵龰
U+23C96	𣲖	pài;null;null;null;null	⿰氵𤓰
U+23C97	𣲗	wéi;null;null;null;null	⿰氵韦
U+23C98	𣲘	wǔ;null;null;null;null	⿰氵⿱一尢
U+23C99	𣲙	null;zeoi2;null;null;null	⿰氵⿲㇇亅⿺乀丿
U+23C9A	𣲚	null;jan4;null;null;null	⿰氵⿰亻⿱一一
U+23C9B	𣲛	null;sing4;null;null;null	⿳丿⿱丷一⿲㇇亅⿺乀丿
U+23C9C	𣲜	yíng;null;null;null;null	⿴井⿲㇇亅⿺乀丿
U+23CA0	𣲠	null;null;null;null;ngớt	⿰氵⿱一⿴𠂊丶
U+23CA1	𣲡	shā;null;null;null;null	⿰氵⿱小乀[GK]
U+23CA2	𣲢	dī;null;null;null;null	⿰氵⿹勹㐅,⿰氵⿻勹⿻丿乀[X]
U+23CA5	𣲥	dān;null;null;null;null	⿰氵丹
U+23CA6	𣲦	null;null;null;null;sểu	⿱⿲㇇亅⿺乀丿⿱小丿
U+23CB1	𣲱	tū;null;null;null;null	⿱⿱八人⿲㇇亅⿺乀丿
U+23CB2	𣲲	hé;null;null;null;null	⿰氵⿱丿木
U+23CB3	𣲳	pǒ;null;null;null;null	⿰氵⿷匚口
U+23CB5	𣲵	zhǐ;zi2;null;null;null	⿰氵⿱口八
U+23CB6	𣲶	niǔ;null;null;null;null	⿰氵⿴囗九
U+23CB7	𣲷	nì;nap6;null;null;null	⿰氵⿴囗又
U+23CB9	𣲹	null;null;null;null;nhèm	⿰氵冉
U+23CBD	𣲽	rǒng;null;null;null;null	⿰氵⿱宀几[G]
U+23CBE	𣲾	guài;null;null;null;null	⿰氵⿱又⿱十一
U+23CC0	𣳀	zhí;null;null;null;null	⿰氵⿱口十
U+23CC3	𣳃	jí;null;null;null;null	⿰氵⿱⿻㇀乚⿱十一
U+23CC7	𣳇	null;zo2;null;null;null	⿰氵⿸𠂇工
U+23CC8	𣳈	null;sin1;null;null;null	⿰氵⿰亻山
U+23CC9	𣳉	null;si3;null;null;null	⿱⿲㇇亅⿺乀丿⿴囗⿰丿乚
U+23CD4	𣳔	null;null;null;null;dòng	⿰氵⿵冂⿻⿱一一丨
U+23CDC	𣳜	fàn;null;null;null;null	⿰氵⿰犭㔾
U+23CDF	𣳟	jié;null;null;null;null	⿰氵疋
U+23CE0	𣳠	hǎi;null;null;null;null	⿰氵母
U+23CE1	𣳡	null;null;null;null;mồ	⿰氵戊
U+23CE2	𣳢	null;null;null;null;ngòi	⿰氵⿰⿴𠂊丶卜
U+23CE4	𣳤	zhàn;null;null;null;null	⿰氵⿱口⿱十一
U+23CE6	𣳦	xì;null;null;null;null	⿰氵⿴⿱丿囗㐅
U+23CE8	𣳨	null;deoi1;null;null;null	⿰氵⿱丿㠯
U+23CE9	𣳩	zī;null;null;null;null	⿰氵⿰冫欠[GJ]
U+23CEA	𣳪	null;null;null;null;lượi	⿰氵⿻一史
U+23CEC	𣳬	xí;null;null;null;null	⿰氵缶
U+23CED	𣳭	piào;null;null;null;null	⿰氵⿱⿱丿𭕄[G]又
U+23CEE	𣳮	null;null;null;null;lả	⿰氵⿱口口
U+23CF0	𣳰	bēn;null;null;null;null	⿰氵⿱木十
U+23CF2	𣳲	jiǎn;null;null;null;null	⿰氵⿴囗子
U+23CFC	𣳼	null;doe4;null;null;null	⿰氵⿱几木[GK]
U+23CFD	𣳽	null;pui3;null;null;null	⿰氵⿵几⿱一巾
U+23CFE	𣳾	null;taai3;null;null;null	⿱⿱丷⿻⿱一一人⿻亅⿱丷八
U+23CFF	𣳿	null;jyu5;null;null;null	⿰氵⿱宀于
U+23D13	𣴓	jiàn;null;null;null;cạn	⿰氵⿰亻牛
U+23D16	𣴖	zá;null;null;null;null	⿰氵⿱⿲𡿨𡿨𡿨⿴𠂊丶
U+23D19	𣴙	null;null;null;null;đư	⿰氵⿱⿴𠂊丶⿴𠂊丶
U+23D1A	𣴚	null;null;null;null;hụp	⿰氵⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌
U+23D1B	𣴛	null;null;null;null;nhúng	⿰氵⿹⿻⿺⿻一乚丶丿𠂇
U+23D1C	𣴜	null;null;null;null;thác	⿰氵⿰扌⿱丿⿻㇀乚
U+23D1E	𣴞	bèn;null;null;null;null	⿰氵⿱⿱八⿹𠃌丿⿱十一
U+23D1F	𣴟	mào;null;null;null;null	⿰氵⿱白⿰丿乚
U+23D22	𣴢	zào;null;null;null;null	⿰氵⿱白十
U+23D23	𣴣	zhuàng;null;null;null;null	⿰氵⿰爿⿱十一
U+23D25	𣴥	kuáng;null;null;null;null	⿰氵⿰犭⿱一⿱十一
U+23D28	𣴨	bí;null;null;null;null	⿰氵⿱一自
U+23D2A	𣴪	pài;null;null;null;null	⿰氵⿱⿻日丿十
U+23D3C	𣴼	mào;null;null;null;null	⿰氵⿱白八
U+23D3D	𣴽	tàn;null;null;null;null	⿰氵⿱山⿱八人
U+23D40	𣵀	null;lit6,nit6;null;null;null	⿰氵⿱日工
U+23D5B	𣵛	null;sau3;null;null;null	⿰氵⿱⿱丿木⿹𠄎丿
U+23D5E	𣵞	tǔn;null;null;null;null	⿰氵⿱⿱一⿻一人口
U+23D5F	𣵟	luǒ;null;null;null;null	⿰氵⿱⿻一人⿲㇇亅⿺乀丿
U+23D62	𣵢	tān;null;null;null;null	⿰氵⿰口⿻冂⿱一一
U+23D6E	𣵮	null;null;null;null;bưng	⿰氵⿰⿻⿱一⿱一一丨[GJK]阝
U+23D6F	𣵯	null;null;null;null;xôi	⿱⿰口欠⿲㇇亅⿺乀丿
U+23D70	𣵰	null;null;null;null;lặn	⿰氵⿱⿱⿱丶一[GTK]⿻丿乀口
U+23D71	𣵱	án;null;null;null;null	⿰氵⿰扌⿱一⿱十一
U+23D72	𣵲	null;null;null;null;bợn	⿰氵⿰亻⿱丷⿻⿱一一丨[GTJV]
U+23D74	𣵴	null;null;null;null;ngấm	⿰氵⿰口⿱⿱人丶㇇[G]
U+23D75	𣵵	null;null;null;null;ngập	⿰氵⿱山及
U+23D76	𣵶	null;null;null;null;xuôi	⿰氵⿰口欠
U+23D77	𣵷	hán;null;null;null;null	⿰氵⿰甘阝
U+23D78	𣵸	zhú;null;null;null;null	⿰氵⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]几
U+23D7A	𣵺	duò;null;null;null;null	⿰氵⿰阝⿱𠂉也
U+23D7B	𣵻	duò;null;null;null;null	⿰氵⿰阝⿱宀⿺乚丿[GJ]
U+23D7C	𣵼	gàn;null;null;null;null	⿰氵⿰目干
U+23D7E	𣵾	null;gwai1;null;null;null	⿰氵⿳一⑥一
U+23D86	𣶆	qiòng;null;null;null;null	⿰氵⿱⿱宀八弓
U+23D88	𣶈	wǎng;null;null;null;vóng	⿰氵⿵冂⿱⿱丷一⿱⿱丶一[GTK]𠃊
U+23D8A	𣶊	mò;null;null;null;null	⿰氵⿰阝⿱一白
U+23D8B	𣶋	zhè;null;null;null;null	⿰氵⿱⿴𠂊⿱丶丶⿱八人[GJK]
U+23D8C	𣶌	wěn;null;null;null;null	⿰⿰氵氏攵
U+23D8D	𣶍	zhuàng;null;null;null;null	⿰氵⿰爿犬
U+23D8F	𣶏	jiē;zip3;null;null;null	⿰氵疌
U+23D90	𣶐	pào;null;null;null;null	⿰氵⿱⿻一人⿰𠂎卩
U+23D98	𣶘	sù;null;null;null;null	⿰氵⿵几⿱⿴𠂊丶⿴𠂊丶
U+23D9D	𣶝	jù;null;null;null;null	⿰氵⿰⿱十一且
U+23DA0	𣶠	qī;null;null;null;null	⿰氵⿱⿻㇀乚⿱人⿰小丶
U+23DA1	𣶡	càn;null;null;null;null	⿰氵⿴囗⿱⺊⿴𠂊丶
U+23DA3	𣶣	tuán;null;null;null;null	⿰氵⿱⿻一由厶
U+23DA4	𣶤	shā;null;null;null;null	⿰氵⿱央口
U+23DA6	𣶦	tuó;null;null;null;null	⿰氵⿴囗⿸⿱一丿口
U+23DA9	𣶩	huà;null;null;null;null	⿰氵⿱一⿶凵田[GT]
U+23DAB	𣶫	yì;null;null;null;null	⿰氵⿰讠⿱⿺乚丿[GJ]日
U+23DB6	𣶶	null;coi2;null;null;null	⿰氵⿱⿱丿𭕄[G]木
U+23DB7	𣶷	null;daam6;null;null;null	⿱⿲㇇亅⿺乀丿⿰⿱八人⿱八人
U+23DB8	𣶸	null;bing2;null;null;null	⿰氵⿻禾⿻コ一
U+23DB9	𣶹	null;jin2;null;null;null	⿰氵⿲彳冫⿱一⿱一亅
U+23DBA	𣶺	null;ji4;null;null;null	⿰氵⿱宀且
U+23DBB	𣶻	null;dik6;null;null;null	⿰氵⿺廴由
U+23DBC	𣶼	null;fan1;null;null;null	⿰氵⿱⿻十丨[GJ]⿱八⿹𠃌丿
U+23DBD	𣶽	null;wan4;null;null;null	⿰氵⿱⿻十丨[GJ]⿱⿱一一厶
U+23DE0	𣷠	mín;null;null;null;mênh	⿰氵⿰日月
U+23DE1	𣷡	zhōng;null;null;null;null	⿰氵⿱⿻口丨心
U+23DE3	𣷣	null;gong1;null;null;null	⿰氵⿵冂⿱⿱丷一山
U+23DE5	𣷥	shuò;null;null;null;null	⿰氵⿰龵月
U+23DE9	𣷩	yì;null;null;null;null	⿰氵⿱⿱八人月
U+23DEA	𣷪	wǎng;null;null;null;null	⿰氵⿱山⿱⿱丶一[GTK]⿱十一[G]
U+23DEB	𣷫	áo;null;null;null;null	⿰氵⿰⿱亠⿰丿𠃌攵
U+23DED	𣷭	null;null;null;null;bể	⿰氵⿰彳皮
U+23DEE	𣷮	null;null;null;null;lội	⿰氵⿱⿸⿱一丿口⿻一⿰丿丨
U+23DEF	𣷯	null;null;null;null;cặn	⿰氵⿺辶⿸𠂆⿱一丨
U+23DF0	𣷰	null;null;null;null;nhơm	⿰氵⿱山⿸⿱一丿口
U+23DF1	𣷱	null;null;null;null;sữa	⿰氵⿰亻⿻一史
U+23DF2	𣷲	null;null;null;null;sữa	⿰氵⿰⿱丿尸⿸𠂆⿱一丨[GTKV]
U+23DF3	𣷳	null;null;null;null;đáy	⿰氵⿸广⿱氏丶[G]
U+23DF4	𣷴	null;null;null;null;vẻo	⿰氵⿱龶𧘇
U+23DF6	𣷶	sǔ;null;null;null;null	⿰氵⿱⺊⿴囗⿰②丶
U+23DF7	𣷷	null;null;null;null;biển	⿰氵⿱⿱⿱丶一[GTK]④又
U+23DF8	𣷸	null;zi1;null;null;null	⿰氵⿱⿻十丨[GJ]⿱丶②
U+23DFE	𣷾	guǐ;null;null;null;null	⿰氵⿰車九
U+23DFF	𣷿	tuǒ;null;null;null;null	⿰氵⿱⿸𠂇工月
U+23E00	𣸀	huǐ;null;null;null;null	⿰氵⿺⿱一⿰丿乚虫
U+23E03	𣸃	xù;null;null;null;null	⿰氵⿱⿻十丨[GJ]⿺𣎳丶
U+23E04	𣸄	zǎn;null;null;null;null	⿰氵⿱⿺夂卜[GK]日
U+23E06	𣸆	zǐ;ci2;null;null;null	⿰氵⿱⿻十丨[GJ]⿰止⿺乚丿[GJ]
U+23E07	𣸇	biàn;null;null;null;null	⿰氵⿰亻⿱一⿻日⿻丿乀
U+23E09	𣸉	dá;null;null;null;null	⿰氵⿱⿱十一⿱䒑⿻⿱一一丨
U+23E0A	𣸊	yīn;null;null;null;null	⿰氵⿱⿱⿱人丶㇇[G]⿱⿱一一厶
U+23E0B	𣸋	quǎn;null;null;null;null	⿰氵⿰田犬
U+23E0E	𣸎	huài;null;null;null;null	⿰氵⿰⿱⺊⿵冂⿻十丨又
U+23E0F	𣸏	ná;null;null;null;null	⿰氵⿱⿰女又手
U+23E10	𣸐	zá;null;null;null;null	⿰⿲㇇亅⿺乀丿⿰⿸⿱一丿口⿲㇇亅⿺乀丿
U+23E11	𣸑	null;loeng4;null;null;null	⿰氵⿳木一木,⿰氵⿱木⿱丿木[X]
U+23E12	𣸒	tí;null;null;null;null	⿰氵⿸厂⿱⿱⿱⿱丶一[GTK]丷一十
U+23E18	𣸘	yí;null;null;null;null	⿰氵⿺辶⿱宀⿺乚丿[GJ]
U+23E19	𣸙	tān;null;null;null;null	⿰氵⿰口⿻⿵冂⿰丨丨⿱一一
U+23E1A	𣸚	shé;null;null;null;null	⿰氵⿰虫也
U+23E1B	𣸛	shuò;null;null;null;null	⿰氵⿰⿱⺌月[GJ]刂
U+23E1D	𣸝	xíng;null;null;null;null	⿰氵⿱工⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+23E20	𣸠	yǒu;null;null;null;null	⿲氵⿰②丶⿰⿱一⿴𠂊丶刂
U+23E23	𣸣	fén;null;null;null;null	⿰氵⿱⿱十⿻一⿰丿丨贝
U+23E2C	𣸬	null;ciu1;null;null;null	⿰氵⿰日⿱⿹𠃌丿口
U+23E2D	𣸭	null;juk1;null;null;null	⿰氵⿱日⿱⿱⿱丶一[GTK]丷一
U+23E2E	𣸮	null;jam1;null;null;null	⿰氵⿱⿱⿱人丶龴[G]⿱⿱一一厶
U+23E2F	𣸯	null;jau4;null;null;null	⿰氵⿰木⿱𠂉子
U+23E30	𣸰	null;jim1;null;null;null	⿰氵⿸厂⿱口⿻口乚
U+23E31	𣸱	null;jyun2;null;null;null	⿰氵⿱⿻十丨[GJ]⿰⿴𠂊丶㔾
U+23E39	𣸹	null;ping4;null;null;null	⿰氵⿸尸⿱丷⿱一⿻一⿰丿丨
U+23E47	𣹇	kè;null;null;null;null	⿱⿰氵⿱小丿⿹⿱一亅口
U+23E4B	𣹋	fú;null;null;null;null	⿰氵⿹⑦几
U+23E52	𣹒	mǐn;null;null;null;null	⿰氵⿱⿹勹⿱丿丿田
U+23E53	𣹓	null;null;null;null;đầy	⿰氵⿱⿻十丨[GJ]⿱厶口
U+23E54	𣹔	null;null;null;null;hoảnh	⿰氵⿺辶⿵冂口
U+23E55	𣹕	null;null;null;null;lụt	⿰氵⿰彳⿻⿻⿻コ一丨⿱一一
